order_id,customer_id,order_date,shipment_date,payment_method,order_status,total_amount
O00000366,C0000102,2023-07-22,2023-07-27,Credit Card,Completed,425.78
O00000367,C0000102,2023-08-05,2023-08-07,Debit Card,Completed,90.95
O00000368,C0000102,2023-09-07,2023-09-08,PayPal,Completed,344.81
O00000369,C0000102,2023-10-10,2023-10-13,Credit Card,Shipped,3183.94
O00000370,C0000102,2023-10-30,2023-11-04,Credit Card,Completed,447.72
O00000371,C0000102,2023-11-12,2023-11-14,Gift Card,Completed,97.2
O00000372,C0000102,2023-11-20,2023-11-25,Credit Card,Completed,1058.97
O00000373,C0000102,2023-12-02,2023-12-05,Buy Now Pay Later,Completed,538.61
O00000374,C0000102,2023-12-31,2024-01-04,Buy Now Pay Later,Returned,747.14
O00000375,C0000102,2024-01-15,2024-01-20,PayPal,Completed,188.59
O00000376,C0000102,2024-03-16,2024-03-20,PayPal,Completed,90.86
O00000377,C0000102,2024-03-24,2024-03-27,Credit Card,Completed,2080.72
O00000378,C0000102,2024-05-07,2024-05-08,Gift Card,Completed,96.41
O00000379,C0000102,2024-05-20,2024-05-21,PayPal,Returned,30.85
O00000380,C0000102,2024-07-27,2024-07-30,Gift Card,Completed,48.7
O00000381,C0000102,2024-09-17,2024-09-21,PayPal,Completed,512.98
O00000382,C0000102,2024-12-10,2024-12-15,Debit Card,Shipped,373.33
O00000383,C0000102,2024-12-25,2024-12-26,UPI,Returned,32.17
O00000384,C0000102,2024-12-30,2025-01-04,Credit Card,Completed,734.85
O00000385,C0000102,2025-02-02,2025-02-08,Credit Card,Completed,1032.11
O00000386,C0000102,2025-02-06,2025-02-10,Credit Card,Completed,316.29
O00000387,C0000102,2025-06-20,2025-06-22,Buy Now Pay Later,Completed,393.65
O00000388,C0000102,2025-09-02,2025-09-06,UPI,Completed,235.7
O00000389,C0000102,2025-10-16,2025-10-17,Credit Card,Completed,5820.24
O00000390,C0000102,2025-11-01,2025-11-08,Credit Card,Completed,58.39
O00000391,C0000102,2025-11-05,2025-11-10,PayPal,Completed,99.7
O00000392,C0000102,2025-12-22,2025-12-27,PayPal,Completed,907.24
O00000393,C0000102,2025-12-23,2025-12-28,Debit Card,Completed,338.92
O00000394,C0000102,2025-12-29,2026-01-02,UPI,Completed,1098.81
O00000395,C0000103,2025-10-09,2025-10-15,UPI,Completed,188.25
O00000396,C0000104,2024-08-30,2024-09-02,Buy Now Pay Later,Completed,94.13
O00000397,C0000104,2025-10-21,2025-10-23,Buy Now Pay Later,Completed,51.82
O00000398,C0000104,2025-11-22,2025-11-27,PayPal,Completed,108.89
O00000399,C0000105,2025-07-25,2025-08-01,Debit Card,Completed,92.57
O00000400,C0000105,2025-08-27,2025-08-30,PayPal,Completed,573.27
O00000401,C0000105,2025-10-11,2025-10-18,Debit Card,Completed,20.77
O00000402,C0000106,2023-05-25,2023-05-29,Credit Card,Completed,146.7
O00000403,C0000106,2023-06-12,2023-06-17,UPI,Completed,391.4
O00000404,C0000106,2023-08-23,2023-08-24,PayPal,Completed,50.23
O00000405,C0000106,2023-09-17,2023-09-19,Buy Now Pay Later,Completed,1387.6
O00000406,C0000106,2023-09-21,2023-09-26,Buy Now Pay Later,Completed,452.92
O00000407,C0000106,2023-12-01,2023-12-04,Credit Card,Completed,588.14
O00000408,C0000106,2023-12-07,2023-12-14,Gift Card,Completed,14.5
O00000409,C0000106,2024-01-04,2024-01-07,Credit Card,Completed,627.37
O00000410,C0000106,2024-02-02,2024-02-06,Debit Card,Completed,1654.62
O00000411,C0000106,2024-11-01,2024-11-08,Buy Now Pay Later,Completed,1192.39
O00000412,C0000106,2024-12-20,2024-12-24,Credit Card,Completed,209.69
O00000413,C0000106,2025-07-22,2025-07-28,Credit Card,Completed,29.56
O00000414,C0000106,2025-08-29,2025-09-02,Debit Card,Completed,31.3
O00000415,C0000107,2024-06-09,2024-06-10,UPI,Completed,1391.68
O00000416,C0000107,2025-02-26,2025-02-28,Credit Card,Shipped,159.77
O00000417,C0000108,2024-02-06,2024-02-11,Gift Card,Completed,73.08
O00000418,C0000108,2024-03-13,2024-03-18,Buy Now Pay Later,Completed,556.29
O00000419,C0000108,2024-06-22,2024-06-29,Credit Card,Completed,160.47
O00000420,C0000108,2024-06-26,2024-07-03,UPI,Completed,815.27
O00000421,C0000108,2025-03-08,2025-03-15,Credit Card,Completed,1927.27
O00000422,C0000109,2024-12-18,2024-12-24,Credit Card,Completed,764.02
O00000423,C0000110,2025-10-07,2025-10-12,Credit Card,Completed,675.67
O00000424,C0000111,2025-10-03,2025-10-08,Credit Card,Completed,295.62
O00000425,C0000111,2025-10-06,2025-10-10,PayPal,Shipped,1121.32
O00000426,C0000112,2025-12-31,2026-01-02,Debit Card,Completed,1394.42
O00000427,C0000113,2023-11-06,2023-11-12,Credit Card,Completed,110.73
O00000428,C0000113,2024-05-18,,PayPal,Cancelled,240.48
O00000429,C0000113,2024-10-08,2024-10-10,PayPal,Completed,941.35
O00000430,C0000113,2024-11-28,2024-12-03,UPI,Completed,41.38
O00000431,C0000113,2025-01-10,2025-01-14,Debit Card,Completed,478.74
O00000432,C0000113,2025-01-17,2025-01-19,Credit Card,Completed,217.66
O00000433,C0000113,2025-09-04,2025-09-09,Credit Card,Completed,90.84
O00000434,C0000114,2023-12-20,2023-12-26,Gift Card,Completed,342.22
O00000435,C0000115,2024-11-13,2024-11-16,UPI,Completed,119.04
O00000436,C0000115,2024-11-24,2024-12-01,Buy Now Pay Later,Completed,41.0
O00000437,C0000115,2025-12-20,2025-12-23,UPI,Completed,401.14
O00000438,C0000116,2025-02-27,2025-02-28,UPI,Completed,859.94
O00000439,C0000116,2025-03-01,2025-03-03,Credit Card,Completed,867.06
O00000440,C0000116,2025-03-17,2025-03-22,Gift Card,Completed,213.64
O00000441,C0000116,2025-04-02,2025-04-03,Debit Card,Completed,278.93
O00000442,C0000116,2025-12-31,2026-01-07,UPI,Completed,262.0
O00000443,C0000117,2025-03-05,2025-03-12,PayPal,Completed,59.34
O00000444,C0000118,2025-11-22,2025-11-24,PayPal,Completed,399.6
O00000445,C0000119,2025-11-16,2025-11-21,Credit Card,Shipped,112.62
O00000446,C0000120,2025-06-10,,Credit Card,Cancelled,3845.97
O00000447,C0000120,2025-11-15,2025-11-22,Credit Card,Completed,2994.45
O00000448,C0000120,2025-12-10,,UPI,Cancelled,406.66
O00000449,C0000120,2025-12-26,2025-12-28,Credit Card,Completed,192.82
O00000450,C0000121,2025-03-07,2025-03-12,UPI,Shipped,528.68
O00000451,C0000121,2025-11-09,2025-11-16,Credit Card,Shipped,561.36
O00000452,C0000122,2024-12-30,2025-01-04,Debit Card,Completed,94.52
O00000453,C0000123,2025-02-18,2025-02-25,Credit Card,Shipped,618.0
O00000454,C0000123,2025-09-12,2025-09-14,Credit Card,Completed,211.43
O00000455,C0000124,2023-06-07,2023-06-11,Debit Card,Completed,117.26
O00000456,C0000124,2024-11-24,2024-11-29,Credit Card,Completed,1126.19
O00000457,C0000124,2025-10-20,2025-10-25,Gift Card,Completed,2098.95
O00000458,C0000124,2025-12-19,2025-12-23,PayPal,Completed,253.54
O00000459,C0000125,2025-10-01,2025-10-05,Credit Card,Shipped,116.65
O00000460,C0000126,2024-11-18,2024-11-22,PayPal,Completed,68.68
O00000461,C0000126,2025-01-11,2025-01-16,Credit Card,Completed,249.07
O00000462,C0000126,2025-09-12,2025-09-18,UPI,Completed,2981.85
O00000463,C0000127,2025-01-02,2025-01-04,PayPal,Completed,223.9
O00000464,C0000127,2025-05-10,,UPI,Cancelled,178.73
O00000465,C0000127,2025-05-17,2025-05-18,Buy Now Pay Later,Shipped,25.74
O00000466,C0000127,2025-05-31,2025-06-03,Gift Card,Completed,453.41
O00000467,C0000127,2025-09-02,2025-09-08,PayPal,Completed,1274.82
O00000468,C0000127,2025-12-19,,Credit Card,Cancelled,230.42
O00000469,C0000128,2023-03-01,2023-03-02,PayPal,Completed,329.29
O00000470,C0000128,2023-09-23,2023-09-28,Credit Card,Completed,1359.32
O00000471,C0000128,2023-09-28,2023-09-30,Credit Card,Completed,99.67
O00000472,C0000128,2023-10-08,2023-10-10,Gift Card,Completed,18.88
O00000473,C0000128,2023-12-20,2023-12-27,Credit Card,Shipped,705.91
O00000474,C0000128,2024-03-08,2024-03-15,Credit Card,Completed,1020.93
O00000475,C0000128,2024-03-12,2024-03-19,UPI,Completed,612.84
O00000476,C0000128,2024-04-30,2024-05-05,Buy Now Pay Later,Completed,508.8
O00000477,C0000128,2024-05-22,2024-05-27,Credit Card,Completed,25.65
O00000478,C0000128,2024-10-14,2024-10-18,Credit Card,Shipped,66.12
O00000479,C0000128,2024-11-28,2024-12-01,PayPal,Completed,948.01
O00000480,C0000128,2024-11-29,2024-12-03,Credit Card,Completed,235.24
O00000481,C0000128,2025-06-26,2025-06-30,Debit Card,Completed,90.99
O00000482,C0000129,2025-12-11,2025-12-12,UPI,Completed,170.87
O00000483,C0000130,2025-04-04,2025-04-05,Debit Card,Completed,89.93
O00000484,C0000130,2025-05-01,2025-05-06,Credit Card,Completed,156.03
O00000485,C0000131,2024-06-12,2024-06-19,Debit Card,Completed,265.05
O00000486,C0000131,2024-10-09,2024-10-13,Gift Card,Completed,202.73
O00000487,C0000132,2025-03-04,2025-03-06,Credit Card,Completed,2414.34
O00000488,C0000132,2025-06-15,2025-06-19,Credit Card,Completed,213.2
O00000489,C0000132,2025-07-01,2025-07-05,Debit Card,Completed,549.69
O00000490,C0000132,2025-08-15,2025-08-18,Gift Card,Completed,118.76
O00000491,C0000132,2025-09-19,2025-09-20,Credit Card,Completed,2554.7
O00000492,C0000132,2025-11-09,2025-11-14,Debit Card,Completed,734.7
O00000493,C0000132,2025-12-03,2025-12-06,PayPal,Completed,354.48
O00000494,C0000132,2025-12-08,2025-12-13,UPI,Completed,858.65
O00000495,C0000132,2025-12-09,2025-12-14,PayPal,Completed,97.95
O00000496,C0000133,2025-02-07,2025-02-09,Credit Card,Completed,230.75
O00000497,C0000133,2025-03-07,2025-03-09,Buy Now Pay Later,Completed,1012.57
O00000498,C0000133,2025-08-08,2025-08-14,Credit Card,Shipped,218.46
O00000499,C0000134,2025-06-27,,UPI,Cancelled,1582.76
O00000500,C0000135,2025-09-06,2025-09-11,Credit Card,Completed,101.08
O00000501,C0000135,2025-09-20,,UPI,Cancelled,154.44
O00000502,C0000135,2025-09-27,2025-10-04,UPI,Completed,126.71
O00000503,C0000135,2025-10-18,2025-10-19,Gift Card,Completed,1289.39
O00000504,C0000135,2025-11-27,2025-11-28,Buy Now Pay Later,Shipped,669.09
O00000505,C0000135,2025-12-21,2025-12-27,Credit Card,Shipped,168.72
O00000506,C0000136,2023-12-01,2023-12-04,PayPal,Completed,506.82
O00000507,C0000136,2024-11-13,2024-11-15,Debit Card,Completed,50.27
O00000508,C0000137,2025-11-23,2025-11-28,Credit Card,Completed,63.73
O00000509,C0000138,2023-03-28,2023-04-04,Credit Card,Completed,327.52
O00000510,C0000138,2023-09-11,2023-09-15,UPI,Completed,623.04
O00000511,C0000139,2025-12-23,2025-12-28,Gift Card,Completed,349.38
O00000512,C0000140,2025-11-03,2025-11-09,Credit Card,Completed,2464.82
O00000513,C0000141,2024-12-24,2024-12-30,UPI,Completed,109.11
O00000514,C0000142,2024-12-11,2024-12-13,Gift Card,Completed,69.88
O00000515,C0000142,2024-12-14,2024-12-15,Credit Card,Completed,228.14
O00000516,C0000142,2025-07-14,2025-07-15,Credit Card,Completed,1467.37
O00000517,C0000142,2025-11-27,2025-11-29,Credit Card,Completed,103.12
O00000518,C0000142,2025-12-28,2026-01-01,PayPal,Completed,1146.5
O00000519,C0000143,2025-06-17,2025-06-23,PayPal,Completed,2014.35
O00000520,C0000143,2025-06-30,2025-07-04,PayPal,Completed,61.34
O00000521,C0000143,2025-09-24,2025-09-29,Gift Card,Completed,2059.78
O00000522,C0000143,2025-12-22,2025-12-23,Credit Card,Completed,918.6
O00000523,C0000144,2024-04-16,2024-04-21,UPI,Completed,64.56
O00000524,C0000144,2024-09-13,2024-09-14,Gift Card,Completed,420.52
O00000525,C0000144,2025-12-24,2025-12-30,Credit Card,Completed,621.47
O00000526,C0000145,2023-09-01,2023-09-03,Buy Now Pay Later,Completed,587.61
O00000527,C0000145,2024-08-21,2024-08-26,Debit Card,Completed,96.29
O00000528,C0000145,2025-08-27,,UPI,Cancelled,69.0
O00000529,C0000145,2025-11-11,2025-11-14,Debit Card,Completed,556.07
O00000530,C0000146,2024-04-01,2024-04-05,PayPal,Completed,412.48
O00000531,C0000146,2025-07-24,2025-07-30,Credit Card,Completed,38.18
O00000532,C0000147,2025-09-30,2025-10-07,Debit Card,Completed,2305.15
O00000533,C0000148,2024-08-22,2024-08-28,Credit Card,Completed,818.95
O00000534,C0000148,2024-09-21,2024-09-25,UPI,Completed,436.69
O00000535,C0000148,2024-10-04,2024-10-06,Debit Card,Completed,2148.26
O00000536,C0000148,2024-10-11,2024-10-16,Debit Card,Returned,75.82
O00000537,C0000148,2024-10-15,2024-10-16,UPI,Completed,175.9
O00000538,C0000148,2025-03-11,2025-03-13,Debit Card,Completed,118.67
O00000539,C0000148,2025-04-21,2025-04-28,Credit Card,Completed,51.98
O00000540,C0000148,2025-04-27,2025-05-01,PayPal,Shipped,2946.82
O00000541,C0000148,2025-05-16,2025-05-22,Credit Card,Completed,3042.17
O00000542,C0000148,2025-05-21,2025-05-28,Credit Card,Shipped,137.63
O00000543,C0000148,2025-07-14,2025-07-21,Buy Now Pay Later,Completed,162.37
O00000544,C0000148,2025-07-28,2025-07-31,Credit Card,Returned,20.84
O00000545,C0000148,2025-08-10,2025-08-17,Credit Card,Completed,333.16
O00000546,C0000148,2025-11-19,2025-11-23,PayPal,Returned,1496.88
O00000547,C0000149,2025-10-30,2025-11-03,Debit Card,Completed,99.22
O00000548,C0000150,2024-02-17,2024-02-24,PayPal,Completed,585.82
O00000549,C0000150,2024-08-31,2024-09-04,Debit Card,Completed,411.4
O00000550,C0000151,2025-01-21,2025-01-22,Credit Card,Returned,1697.42
O00000551,C0000151,2025-03-05,2025-03-08,Credit Card,Completed,1223.34
O00000552,C0000151,2025-04-05,2025-04-08,PayPal,Shipped,110.75
O00000553,C0000151,2025-05-09,2025-05-16,Buy Now Pay Later,Completed,238.64
O00000554,C0000151,2025-06-02,2025-06-03,Buy Now Pay Later,Completed,91.21
O00000555,C0000151,2025-08-14,2025-08-19,Debit Card,Completed,2139.3
O00000556,C0000151,2025-11-03,2025-11-09,Debit Card,Completed,492.27
O00000557,C0000151,2025-11-19,2025-11-25,Credit Card,Completed,960.03
O00000558,C0000152,2025-10-07,2025-10-14,Debit Card,Completed,83.27
O00000559,C0000153,2025-12-12,2025-12-16,Credit Card,Completed,245.76
O00000560,C0000154,2024-11-25,2024-11-30,Credit Card,Completed,98.06
O00000561,C0000154,2024-12-25,2024-12-30,PayPal,Completed,181.22
O00000562,C0000154,2024-12-30,2025-01-04,Gift Card,Completed,39.52
O00000563,C0000154,2025-01-27,2025-01-30,Gift Card,Completed,196.37
O00000564,C0000154,2025-03-07,2025-03-13,Credit Card,Completed,1120.51
O00000565,C0000154,2025-04-07,2025-04-08,UPI,Completed,228.66
O00000566,C0000154,2025-09-02,2025-09-03,Credit Card,Completed,588.28
O00000567,C0000155,2023-06-24,2023-06-27,Credit Card,Shipped,1558.75
O00000568,C0000155,2024-01-12,2024-01-15,Credit Card,Shipped,1666.1
O00000569,C0000155,2024-09-18,2024-09-24,Debit Card,Completed,730.87
O00000570,C0000155,2025-04-08,2025-04-15,Credit Card,Completed,623.6
O00000571,C0000155,2025-11-12,2025-11-18,Gift Card,Completed,1472.39
O00000572,C0000156,2025-11-09,2025-11-13,Credit Card,Shipped,1379.5
O00000573,C0000156,2025-11-22,2025-11-25,Credit Card,Completed,4009.39
O00000574,C0000156,2025-12-11,2025-12-17,Credit Card,Completed,481.8
O00000575,C0000156,2025-12-29,2026-01-01,Gift Card,Completed,193.75
O00000576,C0000156,2025-12-29,2025-12-31,Credit Card,Completed,970.68
O00000577,C0000157,2025-12-06,2025-12-09,Credit Card,Completed,587.33
O00000578,C0000158,2024-02-09,2024-02-14,Debit Card,Completed,480.92
O00000579,C0000158,2024-12-05,2024-12-07,Credit Card,Completed,980.52
O00000580,C0000158,2025-05-04,2025-05-09,Debit Card,Completed,540.44
O00000581,C0000158,2025-09-12,2025-09-17,Credit Card,Completed,979.65
O00000582,C0000158,2025-10-14,2025-10-19,Credit Card,Completed,284.19
O00000583,C0000158,2025-10-18,2025-10-21,Buy Now Pay Later,Completed,194.76
O00000584,C0000158,2025-10-21,2025-10-25,Debit Card,Completed,5914.27
O00000585,C0000159,2023-12-17,2023-12-22,Credit Card,Completed,200.67
O00000586,C0000159,2025-10-29,2025-11-04,PayPal,Completed,54.34
O00000587,C0000160,2023-11-01,2023-11-03,Credit Card,Returned,2802.18
O00000588,C0000160,2023-11-11,2023-11-16,Buy Now Pay Later,Completed,3667.83
O00000589,C0000160,2023-12-25,2024-01-01,UPI,Completed,626.47
O00000590,C0000160,2024-03-05,2024-03-08,UPI,Completed,109.05
O00000591,C0000160,2024-11-03,2024-11-08,PayPal,Completed,206.07
O00000592,C0000160,2025-01-08,2025-01-11,UPI,Completed,967.14
O00000593,C0000160,2025-02-14,2025-02-16,Debit Card,Completed,112.14
O00000594,C0000161,2023-05-11,2023-05-16,Credit Card,Completed,99.86
O00000595,C0000162,2023-04-26,2023-04-27,Gift Card,Completed,188.11
O00000596,C0000162,2023-07-12,2023-07-17,UPI,Completed,150.5
O00000597,C0000162,2023-10-19,2023-10-26,Credit Card,Completed,260.32
O00000598,C0000163,2025-11-23,2025-11-25,PayPal,Completed,403.13
O00000599,C0000164,2024-06-26,2024-06-27,Credit Card,Completed,68.2
O00000600,C0000164,2025-09-14,2025-09-19,Credit Card,Completed,465.93
O00000601,C0000164,2025-12-31,,Credit Card,Cancelled,78.69
O00000602,C0000165,2024-06-12,2024-06-14,Gift Card,Completed,141.33
O00000603,C0000165,2024-12-29,2025-01-01,PayPal,Completed,780.8
O00000604,C0000165,2025-03-25,2025-03-26,Credit Card,Completed,105.41
O00000605,C0000166,2023-07-16,2023-07-22,Buy Now Pay Later,Completed,113.66
O00000606,C0000166,2023-07-22,2023-07-28,Buy Now Pay Later,Completed,334.93
O00000607,C0000166,2023-08-14,2023-08-19,Credit Card,Completed,1023.82
O00000608,C0000166,2023-10-05,2023-10-12,PayPal,Completed,74.48
O00000609,C0000166,2023-11-25,2023-11-27,Buy Now Pay Later,Shipped,181.3
O00000610,C0000167,2023-01-10,2023-01-16,PayPal,Shipped,967.77
O00000611,C0000168,2024-07-01,2024-07-08,Debit Card,Completed,358.27
O00000612,C0000168,2024-07-19,2024-07-23,Credit Card,Completed,4279.53
O00000613,C0000168,2024-08-16,2024-08-21,Credit Card,Completed,240.98
O00000614,C0000168,2025-05-07,2025-05-12,UPI,Shipped,698.59
O00000615,C0000168,2025-09-27,2025-10-02,Credit Card,Shipped,25.34
O00000616,C0000169,2025-12-25,2025-12-26,Debit Card,Completed,313.63
O00000617,C0000170,2024-10-05,2024-10-09,PayPal,Completed,2441.47
O00000618,C0000171,2025-06-29,2025-07-04,PayPal,Completed,1504.88
O00000619,C0000172,2023-01-26,2023-01-31,Debit Card,Completed,89.86
O00000620,C0000172,2023-03-12,2023-03-18,Credit Card,Completed,98.76
O00000621,C0000172,2023-04-02,2023-04-04,Credit Card,Completed,72.02
O00000622,C0000172,2023-05-05,2023-05-09,Credit Card,Completed,221.32
O00000623,C0000172,2023-06-27,2023-07-03,Debit Card,Shipped,2022.38
O00000624,C0000172,2023-09-17,2023-09-24,Credit Card,Shipped,626.5
O00000625,C0000172,2023-11-12,2023-11-16,Credit Card,Completed,1112.03
O00000626,C0000172,2023-11-18,2023-11-21,Credit Card,Completed,1895.0
O00000627,C0000172,2023-11-28,2023-11-29,Gift Card,Completed,663.78
O00000628,C0000172,2023-12-03,2023-12-07,Credit Card,Completed,1728.15
O00000629,C0000172,2023-12-10,2023-12-16,Debit Card,Completed,65.97
O00000630,C0000172,2023-12-21,2023-12-22,Debit Card,Completed,14.34
O00000631,C0000172,2024-03-19,2024-03-25,Credit Card,Completed,729.62
O00000632,C0000172,2024-04-30,2024-05-01,Debit Card,Completed,310.27
O00000633,C0000172,2024-07-07,2024-07-10,Credit Card,Completed,483.41
O00000634,C0000172,2024-07-21,2024-07-26,Debit Card,Completed,631.0
O00000635,C0000172,2024-09-11,2024-09-14,Credit Card,Completed,145.52
O00000636,C0000172,2024-09-22,2024-09-29,Credit Card,Completed,1419.29
O00000637,C0000172,2024-11-12,2024-11-18,Gift Card,Completed,669.88
O00000638,C0000172,2024-11-26,2024-12-03,Gift Card,Completed,581.31
O00000639,C0000172,2025-04-03,2025-04-06,Credit Card,Completed,1144.64
O00000640,C0000172,2025-05-20,2025-05-22,Credit Card,Completed,393.64
O00000641,C0000172,2025-06-03,2025-06-04,Credit Card,Completed,105.19
O00000642,C0000172,2025-07-19,2025-07-24,Debit Card,Completed,953.85
O00000643,C0000172,2025-08-17,2025-08-24,UPI,Completed,132.75
O00000644,C0000172,2025-10-21,2025-10-23,PayPal,Completed,172.86
O00000645,C0000172,2025-11-01,2025-11-05,Credit Card,Completed,954.9
O00000646,C0000172,2025-12-25,2025-12-28,UPI,Completed,519.66
O00000647,C0000172,2025-12-27,2026-01-03,Credit Card,Completed,112.1
O00000648,C0000173,2025-07-15,,Credit Card,Cancelled,309.8
O00000649,C0000173,2025-12-14,2025-12-17,PayPal,Completed,709.18
O00000650,C0000174,2024-10-01,2024-10-04,PayPal,Completed,158.41
O00000651,C0000175,2024-07-30,2024-08-06,UPI,Completed,159.34
O00000652,C0000175,2024-11-18,2024-11-23,Credit Card,Shipped,256.12
O00000653,C0000175,2024-12-12,2024-12-14,PayPal,Shipped,61.0
O00000654,C0000175,2025-05-10,2025-05-11,Buy Now Pay Later,Completed,535.96
O00000655,C0000175,2025-05-26,2025-06-01,Credit Card,Completed,643.09
O00000656,C0000175,2025-06-28,2025-07-03,PayPal,Completed,737.79
O00000657,C0000175,2025-08-23,2025-08-28,Credit Card,Returned,405.48
O00000658,C0000175,2025-09-04,2025-09-05,Credit Card,Shipped,900.74
O00000659,C0000175,2025-11-05,2025-11-12,Debit Card,Completed,1691.22
O00000660,C0000175,2025-11-10,2025-11-15,Credit Card,Completed,1896.89
O00000661,C0000175,2025-11-22,2025-11-23,Credit Card,Completed,881.58
O00000662,C0000176,2024-12-14,2024-12-17,Credit Card,Completed,957.84
O00000663,C0000177,2023-02-09,2023-02-12,PayPal,Completed,149.56
